,date,round_nr,throw_nr,dart_nr,prefix,score,value
6810,2022-05-16,3,27,1,S,20,20
6811,2022-05-16,3,27,2,S,1,1
6812,2022-05-16,3,27,3,S,20,20
6813,2022-05-16,3,28,1,S,20,20
6814,2022-05-16,3,28,2,S,5,5
6815,2022-05-16,3,28,3,S,5,5
6816,2022-05-16,3,29,1,D,5,10
6817,2022-05-16,3,29,2,S,5,5
6818,2022-05-16,3,29,3,T,20,60
6819,2022-05-16,3,30,1,S,20,20
6820,2022-05-16,3,30,2,S,1,1
6821,2022-05-16,3,30,3,S,20,20
6822,2022-05-16,3,31,1,S,1,1
6823,2022-05-16,3,31,2,T,20,60
6824,2022-05-16,3,31,3,S,20,20
6825,2022-05-16,3,32,1,S,12,12
6826,2022-05-16,3,32,2,D,20,40
6827,2022-05-16,3,32,3,S,20,20
6828,2022-05-16,3,33,1,S,20,20
6829,2022-05-16,3,33,2,T,1,3
6830,2022-05-16,3,33,3,S,1,1
6831,2022-05-19,1,1,1,S,20,20
6832,2022-05-19,1,1,2,S,20,20
6833,2022-05-19,1,1,3,T,1,3
6834,2022-05-19,1,2,1,T,3,9
6835,2022-05-19,1,2,2,S,3,3
6836,2022-05-19,1,2,3,S,19,19
6837,2022-05-19,1,3,1,S,5,5
6838,2022-05-19,1,3,2,S,20,20
6839,2022-05-19,1,3,3,S,20,20
6840,2022-05-19,1,4,1,D,19,38
6841,2022-05-19,1,4,2,S,19,19
6842,2022-05-19,1,4,3,S,7,7
6843,2022-05-19,1,5,1,S,5,5
6844,2022-05-19,1,5,2,S,12,12
6845,2022-05-19,1,5,3,D,20,40
6846,2022-05-19,1,6,1,D,1,2
6847,2022-05-19,1,6,2,S,20,20
6848,2022-05-19,1,6,3,S,5,5
6849,2022-05-19,1,7,1,S,20,20
6850,2022-05-19,1,7,2,D,20,40
6851,2022-05-19,1,7,3,S,18,18
6852,2022-05-19,1,8,1,T,5,15
6853,2022-05-19,1,8,2,T,1,3
6854,2022-05-19,1,8,3,S,5,5
6855,2022-05-19,1,9,1,D,20,40
6856,2022-05-19,1,9,2,T,20,60
6857,2022-05-19,1,9,3,S,1,1
6858,2022-05-19,1,10,1,S,17,17
6859,2022-05-19,1,10,2,S,19,19
6860,2022-05-19,1,10,3,S,19,19
6861,2022-05-19,1,11,1,S,12,12
6862,2022-05-19,1,11,2,S,20,20
6863,2022-05-19,1,11,3,S,5,5
6864,2022-05-19,1,12,1,S,20,20
6865,2022-05-19,1,12,2,D,20,40
6866,2022-05-19,1,12,3,S,1,1
6867,2022-05-19,1,13,1,S,20,20
6868,2022-05-19,1,13,2,S,20,20
6869,2022-05-19,1,13,3,S,20,20
6870,2022-05-19,1,14,1,T,19,57
6871,2022-05-19,1,14,2,S,19,19
6872,2022-05-19,1,14,3,S,7,7
6873,2022-05-19,1,15,1,T,1,3
6874,2022-05-19,1,15,2,T,20,60
6875,2022-05-19,1,15,3,T,20,60
6876,2022-05-19,1,16,1,S,19,19
6877,2022-05-19,1,16,2,T,19,57
6878,2022-05-19,1,16,3,S,7,7
6879,2022-05-19,1,17,1,T,20,60
6880,2022-05-19,1,17,2,S,5,5
6881,2022-05-19,1,17,3,T,20,60
6882,2022-05-19,1,18,1,S,3,3
6883,2022-05-19,1,18,2,S,7,7
6884,2022-05-19,1,18,3,S,7,7
6885,2022-05-19,1,19,1,S,12,12
6886,2022-05-19,1,19,2,S,20,20
6887,2022-05-19,1,19,3,S,5,5
6888,2022-05-19,1,20,1,D,20,40
6889,2022-05-19,1,20,2,D,20,40
6890,2022-05-19,1,20,3,S,5,5
6891,2022-05-19,1,21,1,S,20,20
6892,2022-05-19,1,21,2,T,20,60
6893,2022-05-19,1,21,3,S,20,20
6894,2022-05-19,1,22,1,S,19,19
6895,2022-05-19,1,22,2,T,3,9
6896,2022-05-19,1,22,3,S,3,3
6897,2022-05-19,1,23,1,D,5,10
6898,2022-05-19,1,23,2,S,5,5
6899,2022-05-19,1,23,3,S,20,20
6900,2022-05-19,1,24,1,T,5,15
6901,2022-05-19,1,24,2,S,20,20
6902,2022-05-19,1,24,3,S,20,20
6903,2022-05-19,1,25,1,D,20,40
6904,2022-05-19,1,25,2,T,20,60
6905,2022-05-19,1,25,3,S,20,20
6906,2022-05-19,1,26,1,T,1,3
6907,2022-05-19,1,26,2,S,1,1
6908,2022-05-19,1,26,3,T,1,3
6909,2022-05-19,1,27,1,S,19,19
6910,2022-05-19,1,27,2,T,19,57
6911,2022-05-19,1,27,3,S,19,19
6912,2022-05-19,1,28,1,S,5,5
6913,2022-05-19,1,28,2,S,20,20
6914,2022-05-19,1,28,3,T,1,3
6915,2022-05-19,1,29,1,T,20,60
6916,2022-05-19,1,29,2,S,18,18
6917,2022-05-19,1,29,3,D,20,40
6918,2022-05-19,1,30,1,S,20,20
6919,2022-05-19,1,30,2,S,20,20
6920,2022-05-19,1,30,3,S,20,20
6921,2022-05-19,1,31,1,T,20,60
6922,2022-05-19,1,31,2,T,20,60
6923,2022-05-19,1,31,3,T,20,60
6924,2022-05-19,1,32,1,T,5,15
6925,2022-05-19,1,32,2,S,20,20
6926,2022-05-19,1,32,3,D,20,40
6927,2022-05-19,1,33,1,D,20,40
6928,2022-05-19,1,33,2,T,5,15
6929,2022-05-19,1,33,3,S,20,20
6930,2022-05-19,2,1,1,S,20,20
6931,2022-05-19,2,1,2,S,20,20
6932,2022-05-19,2,1,3,S,20,20
6933,2022-05-19,2,2,1,S,20,20
6934,2022-05-19,2,2,2,S,1,1
6935,2022-05-19,2,2,3,S,5,5
6936,2022-05-19,2,3,1,S,20,20
6937,2022-05-19,2,3,2,S,18,18
6938,2022-05-19,2,3,3,S,18,18
6939,2022-05-19,2,4,1,S,20,20
6940,2022-05-19,2,4,2,S,20,20
6941,2022-05-19,2,4,3,S,20,20
6942,2022-05-19,2,5,1,T,20,60
6943,2022-05-19,2,5,2,S,1,1
6944,2022-05-19,2,5,3,S,20,20
6945,2022-05-19,2,6,1,S,20,20
6946,2022-05-19,2,6,2,S,5,5
6947,2022-05-19,2,6,3,S,1,1
6948,2022-05-19,2,7,1,S,20,20
6949,2022-05-19,2,7,2,D,1,2
6950,2022-05-19,2,7,3,S,5,5
6951,2022-05-19,2,8,1,S,20,20
6952,2022-05-19,2,8,2,S,5,5
6953,2022-05-19,2,8,3,T,1,3
6954,2022-05-19,2,9,1,T,7,21
6955,2022-05-19,2,9,2,D,3,6
6956,2022-05-19,2,9,3,S,19,19
6957,2022-05-19,2,10,1,S,20,20
6958,2022-05-19,2,10,2,S,12,12
6959,2022-05-19,2,10,3,T,20,60
6960,2022-05-19,2,11,1,S,19,19
6961,2022-05-19,2,11,2,S,19,19
6962,2022-05-19,2,11,3,S,19,19
6963,2022-05-19,2,12,1,S,5,5
6964,2022-05-19,2,12,2,T,5,15
6965,2022-05-19,2,12,3,T,20,60
6966,2022-05-19,2,13,1,S,19,19
6967,2022-05-19,2,13,2,S,19,19
6968,2022-05-19,2,13,3,S,19,19
6969,2022-05-19,2,14,1,S,3,3
6970,2022-05-19,2,14,2,S,19,19
6971,2022-05-19,2,14,3,T,7,21
6972,2022-05-19,2,15,1,S,20,20
6973,2022-05-19,2,15,2,T,5,15
6974,2022-05-19,2,15,3,S,5,5
6975,2022-05-19,2,16,1,S,5,5
6976,2022-05-19,2,16,2,S,5,5
6977,2022-05-19,2,16,3,D,20,40
6978,2022-05-19,2,17,1,T,20,60
6979,2022-05-19,2,17,2,S,1,1
6980,2022-05-19,2,17,3,S,20,20
6981,2022-05-19,2,18,1,S,1,1
6982,2022-05-19,2,18,2,S,20,20
6983,2022-05-19,2,18,3,S,20,20
6984,2022-05-19,2,19,1,T,20,60
6985,2022-05-19,2,19,2,S,5,5
6986,2022-05-19,2,19,3,S,18,18
6987,2022-05-19,2,20,1,S,20,20
6988,2022-05-19,2,20,2,S,18,18
6989,2022-05-19,2,20,3,S,20,20
6990,2022-05-19,2,21,1,S,20,20
6991,2022-05-19,2,21,2,S,20,20
6992,2022-05-19,2,21,3,S,5,5
6993,2022-05-19,2,22,1,S,1,1
6994,2022-05-19,2,22,2,S,1,1
6995,2022-05-19,2,22,3,D,1,2
6996,2022-05-19,2,23,1,S,1,1
6997,2022-05-19,2,23,2,T,20,60
6998,2022-05-19,2,23,3,D,1,2
6999,2022-05-19,2,24,1,S,20,20
7000,2022-05-19,2,24,2,S,20,20
7001,2022-05-19,2,24,3,S,20,20
7002,2022-05-19,2,25,1,S,19,19
7003,2022-05-19,2,25,2,S,7,7
7004,2022-05-19,2,25,3,T,19,57
7005,2022-05-19,2,26,1,S,1,1
7006,2022-05-19,2,26,2,S,5,5
7007,2022-05-19,2,26,3,S,5,5
7008,2022-05-19,2,27,1,T,20,60
7009,2022-05-19,2,27,2,T,5,15
7010,2022-05-19,2,27,3,S,5,5
7011,2022-05-19,2,28,1,S,20,20
7012,2022-05-19,2,28,2,S,20,20
7013,2022-05-19,2,28,3,S,12,12
7014,2022-05-19,2,29,1,S,20,20
7015,2022-05-19,2,29,2,S,20,20
7016,2022-05-19,2,29,3,S,5,5
7017,2022-05-19,2,30,1,S,20,20
7018,2022-05-19,2,30,2,S,20,20
7019,2022-05-19,2,30,3,S,20,20
7020,2022-05-19,2,31,1,S,20,20
7021,2022-05-19,2,31,2,S,20,20
7022,2022-05-19,2,31,3,S,20,20
7023,2022-05-19,2,32,1,S,20,20
7024,2022-05-19,2,32,2,S,1,1
7025,2022-05-19,2,32,3,S,20,20
7026,2022-05-19,2,33,1,S,1,1
7027,2022-05-19,2,33,2,D,1,2
7028,2022-05-19,2,33,3,S,5,5
7029,2022-05-19,3,1,1,D,5,10
7030,2022-05-19,3,1,2,D,1,2
7031,2022-05-19,3,1,3,S,20,20
7032,2022-05-19,3,2,1,T,20,60
7033,2022-05-19,3,2,2,S,1,1
7034,2022-05-19,3,2,3,T,1,3
7035,2022-05-19,3,3,1,S,1,1
7036,2022-05-19,3,3,2,S,20,20
7037,2022-05-19,3,3,3,T,20,60
7038,2022-05-19,3,4,1,S,20,20
7039,2022-05-19,3,4,2,S,5,5
7040,2022-05-19,3,4,3,S,18,18
7041,2022-05-19,3,5,1,S,20,20
7042,2022-05-19,3,5,2,T,5,15
7043,2022-05-19,3,5,3,S,5,5
7044,2022-05-19,3,6,1,S,20,20
7045,2022-05-19,3,6,2,S,20,20
7046,2022-05-19,3,6,3,S,20,20
7047,2022-05-19,3,7,1,S,20,20
7048,2022-05-19,3,7,2,T,20,60
7049,2022-05-19,3,7,3,S,20,20
7050,2022-05-19,3,8,1,S,5,5
7051,2022-05-19,3,8,2,S,1,1
7052,2022-05-19,3,8,3,S,20,20
7053,2022-05-19,3,9,1,S,20,20
7054,2022-05-19,3,9,2,S,20,20
7055,2022-05-19,3,9,3,S,20,20
7056,2022-05-19,3,10,1,S,1,1
7057,2022-05-19,3,10,2,S,1,1
7058,2022-05-19,3,10,3,S,20,20
7059,2022-05-19,3,11,1,T,5,15
7060,2022-05-19,3,11,2,S,20,20
7061,2022-05-19,3,11,3,S,5,5
7062,2022-05-19,3,12,1,S,5,5
7063,2022-05-19,3,12,2,T,20,60
7064,2022-05-19,3,12,3,T,20,60
7065,2022-05-19,3,13,1,S,1,1
7066,2022-05-19,3,13,2,S,18,18
7067,2022-05-19,3,13,3,S,20,20
7068,2022-05-19,3,14,1,D,5,10
7069,2022-05-19,3,14,2,S,20,20
7070,2022-05-19,3,14,3,S,1,1
7071,2022-05-19,3,15,1,S,5,5
7072,2022-05-19,3,15,2,S,1,1
7073,2022-05-19,3,15,3,T,20,60
7074,2022-05-19,3,16,1,S,19,19
7075,2022-05-19,3,16,2,S,19,19
7076,2022-05-19,3,16,3,S,7,7
7077,2022-05-19,3,17,1,S,18,18
7078,2022-05-19,3,17,2,S,20,20
7079,2022-05-19,3,17,3,S,20,20
7080,2022-05-19,3,18,1,T,5,15
7081,2022-05-19,3,18,2,S,20,20
7082,2022-05-19,3,18,3,T,20,60
7083,2022-05-19,3,19,1,S,1,1
7084,2022-05-19,3,19,2,T,5,15
7085,2022-05-19,3,19,3,S,5,5
7086,2022-05-19,3,20,1,S,7,7
7087,2022-05-19,3,20,2,S,19,19
7088,2022-05-19,3,20,3,T,19,57
7089,2022-05-19,3,21,1,S,20,20
7090,2022-05-19,3,21,2,T,20,60
7091,2022-05-19,3,21,3,T,20,60
7092,2022-05-19,3,22,1,S,1,1
7093,2022-05-19,3,22,2,S,12,12
7094,2022-05-19,3,22,3,T,20,60
7095,2022-05-19,3,23,1,S,12,12
7096,2022-05-19,3,23,2,S,20,20
7097,2022-05-19,3,23,3,S,5,5
7098,2022-05-19,3,24,1,S,20,20
7099,2022-05-19,3,24,2,S,20,20
7100,2022-05-19,3,24,3,T,20,60
7101,2022-05-19,3,25,1,S,5,5
7102,2022-05-19,3,25,2,S,5,5
7103,2022-05-19,3,25,3,T,20,60
7104,2022-05-19,3,26,1,S,1,1
7105,2022-05-19,3,26,2,S,20,20
7106,2022-05-19,3,26,3,S,20,20
7107,2022-05-19,3,27,1,S,20,20
7108,2022-05-19,3,27,2,D,20,40
7109,2022-05-19,3,27,3,S,20,20
7110,2022-05-19,3,28,1,S,5,5
7111,2022-05-19,3,28,2,S,20,20
7112,2022-05-19,3,28,3,S,5,5
7113,2022-05-19,3,29,1,T,1,3
7114,2022-05-19,3,29,2,S,20,20
7115,2022-05-19,3,29,3,S,20,20
7116,2022-05-19,3,30,1,S,19,19
7117,2022-05-19,3,30,2,S,7,7
7118,2022-05-19,3,30,3,S,19,19
7119,2022-05-19,3,31,1,S,19,19
7120,2022-05-19,3,31,2,T,19,57
7121,2022-05-19,3,31,3,S,19,19
7122,2022-05-19,3,32,1,T,20,60
7123,2022-05-19,3,32,2,S,20,20
7124,2022-05-19,3,32,3,S,5,5
7125,2022-05-19,3,33,1,T,1,3
7126,2022-05-19,3,33,2,S,1,1
7127,2022-05-19,3,33,3,D,5,10
7128,2022-06-07,1,1,1,S,1,1
7129,2022-06-07,1,1,2,T,1,3
7130,2022-06-07,1,1,3,D,1,2
7131,2022-06-07,1,2,1,T,1,3
7132,2022-06-07,1,2,2,S,5,5
7133,2022-06-07,1,2,3,S,5,5
7134,2022-06-07,1,3,1,T,20,60
7135,2022-06-07,1,3,2,T,1,3
7136,2022-06-07,1,3,3,S,1,1
7137,2022-06-07,1,4,1,S,7,7
7138,2022-06-07,1,4,2,T,7,21
7139,2022-06-07,1,4,3,S,7,7
7140,2022-06-07,1,5,1,S,19,19
7141,2022-06-07,1,5,2,S,19,19
7142,2022-06-07,1,5,3,S,7,7
7143,2022-06-07,1,6,1,S,20,20
7144,2022-06-07,1,6,2,S,12,12
7145,2022-06-07,1,6,3,S,5,5
7146,2022-06-07,1,7,1,D,20,40
7147,2022-06-07,1,7,2,S,20,20
7148,2022-06-07,1,7,3,S,20,20
7149,2022-06-07,1,8,1,S,12,12
7150,2022-06-07,1,8,2,S,20,20
7151,2022-06-07,1,8,3,S,20,20
7152,2022-06-07,1,9,1,S,5,5
7153,2022-06-07,1,9,2,D,5,10
7154,2022-06-07,1,9,3,T,20,60
7155,2022-06-07,1,10,1,T,5,15
7156,2022-06-07,1,10,2,T,20,60
7157,2022-06-07,1,10,3,T,5,15
7158,2022-06-07,1,11,1,S,20,20
7159,2022-06-07,1,11,2,S,20,20
7160,2022-06-07,1,11,3,S,20,20
7161,2022-06-07,1,12,1,S,5,5
7162,2022-06-07,1,12,2,T,20,60
7163,2022-06-07,1,12,3,S,1,1
7164,2022-06-07,1,13,1,T,19,57
7165,2022-06-07,1,13,2,S,19,19
7166,2022-06-07,1,13,3,S,19,19
7167,2022-06-07,1,14,1,T,5,15
7168,2022-06-07,1,14,2,S,20,20
7169,2022-06-07,1,14,3,T,20,60
7170,2022-06-07,1,15,1,T,5,15
7171,2022-06-07,1,15,2,S,20,20
7172,2022-06-07,1,15,3,S,20,20
7173,2022-06-07,1,16,1,T,20,60
7174,2022-06-07,1,16,2,S,1,1
7175,2022-06-07,1,16,3,T,1,3
7176,2022-06-07,1,17,1,S,18,18
7177,2022-06-07,1,17,2,S,20,20
7178,2022-06-07,1,17,3,S,20,20
7179,2022-06-07,1,18,1,T,20,60
7180,2022-06-07,1,18,2,T,1,3
7181,2022-06-07,1,18,3,S,5,5
7182,2022-06-07,1,19,1,S,5,5
7183,2022-06-07,1,19,2,S,5,5
7184,2022-06-07,1,19,3,D,20,40
7185,2022-06-07,1,20,1,S,20,20
7186,2022-06-07,1,20,2,S,1,1
7187,2022-06-07,1,20,3,S,20,20
7188,2022-06-07,1,21,1,S,20,20
7189,2022-06-07,1,21,2,S,12,12
7190,2022-06-07,1,21,3,S,20,20
7191,2022-06-07,1,22,1,S,1,1
7192,2022-06-07,1,22,2,T,20,60
7193,2022-06-07,1,22,3,S,1,1
7194,2022-06-07,1,23,1,S,19,19
7195,2022-06-07,1,23,2,S,19,19
7196,2022-06-07,1,23,3,T,19,57
7197,2022-06-07,1,24,1,D,19,38
7198,2022-06-07,1,24,2,T,19,57
7199,2022-06-07,1,24,3,S,7,7
7200,2022-06-07,1,25,1,S,1,1
7201,2022-06-07,1,25,2,S,20,20
7202,2022-06-07,1,25,3,S,1,1
7203,2022-06-07,1,26,1,S,20,20
7204,2022-06-07,1,26,2,S,1,1
7205,2022-06-07,1,26,3,S,5,5
7206,2022-06-07,1,27,1,T,20,60
7207,2022-06-07,1,27,2,S,20,20
7208,2022-06-07,1,27,3,D,20,40
7209,2022-06-07,1,28,1,S,12,12
7210,2022-06-07,1,28,2,T,5,15
7211,2022-06-07,1,28,3,D,20,40
7212,2022-06-07,1,29,1,S,20,20
7213,2022-06-07,1,29,2,T,20,60
7214,2022-06-07,1,29,3,S,20,20
7215,2022-06-07,1,30,1,S,20,20
7216,2022-06-07,1,30,2,T,20,60
7217,2022-06-07,1,30,3,S,20,20
7218,2022-06-07,1,31,1,S,18,18
7219,2022-06-07,1,31,2,D,5,10
7220,2022-06-07,1,31,3,S,12,12
7221,2022-06-07,1,32,1,S,5,5
7222,2022-06-07,1,32,2,T,20,60
7223,2022-06-07,1,32,3,S,18,18
7224,2022-06-07,1,33,1,D,20,40
7225,2022-06-07,1,33,2,S,20,20
7226,2022-06-07,1,33,3,S,20,20
7227,2022-06-07,2,1,1,S,1,1
7228,2022-06-07,2,1,2,T,20,60
7229,2022-06-07,2,1,3,S,5,5
7230,2022-06-07,2,2,1,S,19,19
7231,2022-06-07,2,2,2,S,17,17
7232,2022-06-07,2,2,3,S,19,19
7233,2022-06-07,2,3,1,T,20,60
7234,2022-06-07,2,3,2,S,1,1
7235,2022-06-07,2,3,3,T,5,15
7236,2022-06-07,2,4,1,S,19,19
7237,2022-06-07,2,4,2,S,3,3
7238,2022-06-07,2,4,3,S,19,19
7239,2022-06-07,2,5,1,S,5,5
7240,2022-06-07,2,5,2,D,20,40
7241,2022-06-07,2,5,3,S,20,20
7242,2022-06-07,2,6,1,S,20,20
7243,2022-06-07,2,6,2,S,20,20
7244,2022-06-07,2,6,3,S,20,20
7245,2022-06-07,2,7,1,S,20,20
7246,2022-06-07,2,7,2,S,20,20
7247,2022-06-07,2,7,3,S,5,5
7248,2022-06-07,2,8,1,S,5,5
7249,2022-06-07,2,8,2,T,20,60
7250,2022-06-07,2,8,3,S,12,12
7251,2022-06-07,2,9,1,S,20,20
7252,2022-06-07,2,9,2,D,20,40
7253,2022-06-07,2,9,3,S,20,20
7254,2022-06-07,2,10,1,D,20,40
7255,2022-06-07,2,10,2,S,20,20
7256,2022-06-07,2,10,3,S,20,20
7257,2022-06-07,2,11,1,T,1,3
7258,2022-06-07,2,11,2,S,20,20
7259,2022-06-07,2,11,3,T,20,60
7260,2022-06-07,2,12,1,S,20,20
7261,2022-06-07,2,12,2,S,20,20
7262,2022-06-07,2,12,3,T,1,3
7263,2022-06-07,2,13,1,S,20,20
7264,2022-06-07,2,13,2,S,20,20
7265,2022-06-07,2,13,3,D,20,40
7266,2022-06-07,2,14,1,S,19,19
7267,2022-06-07,2,14,2,T,19,57
7268,2022-06-07,2,14,3,T,19,57
7269,2022-06-07,2,15,1,S,20,20
7270,2022-06-07,2,15,2,S,20,20
7271,2022-06-07,2,15,3,D,20,40
7272,2022-06-07,2,16,1,S,18,18
7273,2022-06-07,2,16,2,S,20,20
7274,2022-06-07,2,16,3,S,5,5
7275,2022-06-07,2,17,1,T,1,3
7276,2022-06-07,2,17,2,T,5,15
7277,2022-06-07,2,17,3,S,1,1
7278,2022-06-07,2,18,1,S,1,1
7279,2022-06-07,2,18,2,T,20,60
7280,2022-06-07,2,18,3,S,20,20
7281,2022-06-07,2,19,1,T,1,3
7282,2022-06-07,2,19,2,S,20,20
7283,2022-06-07,2,19,3,S,12,12
7284,2022-06-07,2,20,1,S,20,20
7285,2022-06-07,2,20,2,S,12,12
7286,2022-06-07,2,20,3,S,20,20
7287,2022-06-07,2,21,1,T,1,3
7288,2022-06-07,2,21,2,S,20,20
7289,2022-06-07,2,21,3,T,5,15
7290,2022-06-07,2,22,1,S,3,3
7291,2022-06-07,2,22,2,S,19,19
7292,2022-06-07,2,22,3,S,3,3
7293,2022-06-07,2,23,1,T,1,3
7294,2022-06-07,2,23,2,S,20,20
7295,2022-06-07,2,23,3,S,5,5
7296,2022-06-07,2,24,1,S,20,20
7297,2022-06-07,2,24,2,T,1,3
7298,2022-06-07,2,24,3,S,1,1
7299,2022-06-07,2,25,1,T,5,15
7300,2022-06-07,2,25,2,D,1,2
7301,2022-06-07,2,25,3,S,1,1
7302,2022-06-07,2,26,1,S,19,19
7303,2022-06-07,2,26,2,S,17,17
7304,2022-06-07,2,26,3,S,19,19
7305,2022-06-07,2,27,1,T,20,60
7306,2022-06-07,2,27,2,T,1,3
7307,2022-06-07,2,27,3,D,5,10
7308,2022-06-07,2,28,1,S,20,20
7309,2022-06-07,2,28,2,S,20,20
7310,2022-06-07,2,28,3,S,5,5
7311,2022-06-07,2,29,1,S,20,20
7312,2022-06-07,2,29,2,S,1,1
7313,2022-06-07,2,29,3,S,20,20
7314,2022-06-07,2,30,1,S,5,5
7315,2022-06-07,2,30,2,S,20,20
7316,2022-06-07,2,30,3,T,20,60
7317,2022-06-07,2,31,1,S,1,1
7318,2022-06-07,2,31,2,S,5,5
7319,2022-06-07,2,31,3,S,20,20
7320,2022-06-07,2,32,1,S,19,19
7321,2022-06-07,2,32,2,S,3,3
7322,2022-06-07,2,32,3,T,19,57
7323,2022-06-07,2,33,1,S,5,5
7324,2022-06-07,2,33,2,T,20,60
7325,2022-06-07,2,33,3,S,20,20
7326,2022-06-07,3,1,1,T,5,15
7327,2022-06-07,3,1,2,T,5,15
7328,2022-06-07,3,1,3,S,20,20
7329,2022-06-07,3,2,1,D,1,2
7330,2022-06-07,3,2,2,T,1,3
7331,2022-06-07,3,2,3,S,20,20
7332,2022-06-07,3,3,1,S,7,7
7333,2022-06-07,3,3,2,S,7,7
7334,2022-06-07,3,3,3,T,7,21
7335,2022-06-07,3,4,1,S,19,19
7336,2022-06-07,3,4,2,S,3,3
7337,2022-06-07,3,4,3,S,7,7
7338,2022-06-07,3,5,1,D,20,40
7339,2022-06-07,3,5,2,S,20,20
7340,2022-06-07,3,5,3,S,1,1
7341,2022-06-07,3,6,1,S,20,20
7342,2022-06-07,3,6,2,S,5,5
7343,2022-06-07,3,6,3,T,5,15
7344,2022-06-07,3,7,1,T,20,60
7345,2022-06-07,3,7,2,S,20,20
7346,2022-06-07,3,7,3,T,5,15
7347,2022-06-07,3,8,1,S,1,1
7348,2022-06-07,3,8,2,T,20,60
7349,2022-06-07,3,8,3,S,12,12
7350,2022-06-07,3,9,1,S,20,20
7351,2022-06-07,3,9,2,T,5,15
7352,2022-06-07,3,9,3,S,20,20
7353,2022-06-07,3,10,1,T,19,57
7354,2022-06-07,3,10,2,S,19,19
7355,2022-06-07,3,10,3,S,19,19
7356,2022-06-07,3,11,1,S,20,20
7357,2022-06-07,3,11,2,S,12,12
7358,2022-06-07,3,11,3,S,20,20
7359,2022-06-07,3,12,1,S,20,20
7360,2022-06-07,3,12,2,D,20,40
7361,2022-06-07,3,12,3,S,1,1
7362,2022-06-07,3,13,1,T,5,15
7363,2022-06-07,3,13,2,S,20,20
7364,2022-06-07,3,13,3,S,12,12
7365,2022-06-07,3,14,1,S,12,12
7366,2022-06-07,3,14,2,S,20,20
7367,2022-06-07,3,14,3,S,1,1
7368,2022-06-07,3,15,1,S,19,19
7369,2022-06-07,3,15,2,S,19,19
7370,2022-06-07,3,15,3,T,19,57
7371,2022-06-07,3,16,1,S,1,1
7372,2022-06-07,3,16,2,D,1,2
7373,2022-06-07,3,16,3,S,5,5
7374,2022-06-07,3,17,1,S,20,20
7375,2022-06-07,3,17,2,S,20,20
7376,2022-06-07,3,17,3,S,5,5
7377,2022-06-07,3,18,1,S,20,20
7378,2022-06-07,3,18,2,S,20,20
7379,2022-06-07,3,18,3,S,20,20
7380,2022-06-07,3,19,1,S,5,5
7381,2022-06-07,3,19,2,S,1,1
7382,2022-06-07,3,19,3,D,1,2
7383,2022-06-07,3,20,1,S,19,19
7384,2022-06-07,3,20,2,S,19,19
7385,2022-06-07,3,20,3,S,19,19
7386,2022-06-07,3,21,1,D,5,10
7387,2022-06-07,3,21,2,S,20,20
7388,2022-06-07,3,21,3,T,20,60
7389,2022-06-07,3,22,1,S,1,1
7390,2022-06-07,3,22,2,S,12,12
7391,2022-06-07,3,22,3,T,20,60
7392,2022-06-07,3,23,1,S,5,5
7393,2022-06-07,3,23,2,S,5,5
7394,2022-06-07,3,23,3,S,5,5
7395,2022-06-07,3,24,1,S,19,19
7396,2022-06-07,3,24,2,S,19,19
7397,2022-06-07,3,24,3,D,3,6
7398,2022-06-07,3,25,1,T,1,3
7399,2022-06-07,3,25,2,S,20,20
7400,2022-06-07,3,25,3,S,1,1
7401,2022-06-07,3,26,1,S,18,18
7402,2022-06-07,3,26,2,S,20,20
7403,2022-06-07,3,26,3,S,20,20
7404,2022-06-07,3,27,1,S,5,5
7405,2022-06-07,3,27,2,T,20,60
7406,2022-06-07,3,27,3,T,5,15
7407,2022-06-07,3,28,1,T,20,60
7408,2022-06-07,3,28,2,S,20,20
7409,2022-06-07,3,28,3,S,18,18
7410,2022-06-07,3,29,1,S,19,19
7411,2022-06-07,3,29,2,S,19,19
7412,2022-06-07,3,29,3,S,17,17
7413,2022-06-07,3,30,1,S,20,20
7414,2022-06-07,3,30,2,S,1,1
7415,2022-06-07,3,30,3,S,20,20
7416,2022-06-07,3,31,1,S,20,20
7417,2022-06-07,3,31,2,T,20,60
7418,2022-06-07,3,31,3,S,20,20
7419,2022-06-07,3,32,1,T,19,57
7420,2022-06-07,3,32,2,S,19,19
7421,2022-06-07,3,32,3,S,19,19
7422,2022-06-07,3,33,1,T,20,60
7423,2022-06-07,3,33,2,S,20,20
7424,2022-06-07,3,33,3,S,5,5
7425,2022-06-13,1,1,1,D,1,2
7426,2022-06-13,1,1,2,D,20,40
7427,2022-06-13,1,1,3,S,20,20
7428,2022-06-13,1,2,1,S,20,20
7429,2022-06-13,1,2,2,T,1,3
7430,2022-06-13,1,2,3,S,1,1
7431,2022-06-13,1,3,1,S,3,3
7432,2022-06-13,1,3,2,S,7,7
7433,2022-06-13,1,3,3,S,7,7
7434,2022-06-13,1,4,1,T,1,3
7435,2022-06-13,1,4,2,S,20,20
7436,2022-06-13,1,4,3,D,5,10
7437,2022-06-13,1,5,1,S,20,20
7438,2022-06-13,1,5,2,S,20,20
7439,2022-06-13,1,5,3,S,20,20
7440,2022-06-13,1,6,1,D,19,38
7441,2022-06-13,1,6,2,S,19,19
7442,2022-06-13,1,6,3,T,19,57
7443,2022-06-13,1,7,1,S,20,20
7444,2022-06-13,1,7,2,S,20,20
