,date,round_nr,throw_nr,dart_nr,prefix,score,value
4180,2022-01-02,2,8,2,S,1,1
4181,2022-01-02,2,8,3,S,5,5
4182,2022-01-02,2,9,1,T,19,57
4183,2022-01-02,2,9,2,D,19,38
4184,2022-01-02,2,9,3,D,7,14
4185,2022-01-02,2,10,1,S,19,19
4186,2022-01-02,2,10,2,S,7,7
4187,2022-01-02,2,10,3,T,3,9
4188,2022-01-02,2,11,1,S,12,12
4189,2022-01-02,2,11,2,S,20,20
4190,2022-01-02,2,11,3,T,20,60
4191,2022-01-02,2,12,1,D,19,38
4192,2022-01-02,2,12,2,T,19,57
4193,2022-01-02,2,12,3,S,7,7
4194,2022-01-02,2,13,1,S,5,5
4195,2022-01-02,2,13,2,D,1,2
4196,2022-01-02,2,13,3,S,5,5
4197,2022-01-02,2,14,1,S,5,5
4198,2022-01-02,2,14,2,S,5,5
4199,2022-01-02,2,14,3,S,20,20
4200,2022-01-02,2,15,1,S,5,5
4201,2022-01-02,2,15,2,S,20,20
4202,2022-01-02,2,15,3,S,20,20
4203,2022-01-02,2,16,1,S,1,1
4204,2022-01-02,2,16,2,S,20,20
4205,2022-01-02,2,16,3,T,20,60
4206,2022-01-02,2,17,1,T,1,3
4207,2022-01-02,2,17,2,S,20,20
4208,2022-01-02,2,17,3,S,5,5
4209,2022-01-02,2,18,1,S,20,20
4210,2022-01-02,2,18,2,S,20,20
4211,2022-01-02,2,18,3,T,1,3
4212,2022-01-02,2,19,1,S,20,20
4213,2022-01-02,2,19,2,S,20,20
4214,2022-01-02,2,19,3,S,20,20
4215,2022-01-02,2,20,1,S,20,20
4216,2022-01-02,2,20,2,S,20,20
4217,2022-01-02,2,20,3,S,20,20
4218,2022-01-02,2,21,1,D,5,10
4219,2022-01-02,2,21,2,T,20,60
4220,2022-01-02,2,21,3,T,1,3
4221,2022-01-02,2,22,1,S,5,5
4222,2022-01-02,2,22,2,S,5,5
4223,2022-01-02,2,22,3,D,20,40
4224,2022-01-02,2,23,1,S,1,1
4225,2022-01-02,2,23,2,T,20,60
4226,2022-01-02,2,23,3,S,20,20
4227,2022-01-02,2,24,1,S,19,19
4228,2022-01-02,2,24,2,S,3,3
4229,2022-01-02,2,24,3,T,19,57
4230,2022-01-02,2,25,1,S,19,19
4231,2022-01-02,2,25,2,S,19,19
4232,2022-01-02,2,25,3,S,19,19
4233,2022-01-02,2,26,1,D,20,40
4234,2022-01-02,2,26,2,S,5,5
4235,2022-01-02,2,26,3,T,20,60
4236,2022-01-02,2,27,1,S,5,5
4237,2022-01-02,2,27,2,T,20,60
4238,2022-01-02,2,27,3,S,18,18
4239,2022-01-02,2,28,1,T,5,15
4240,2022-01-02,2,28,2,T,20,60
4241,2022-01-02,2,28,3,S,1,1
4242,2022-01-02,2,29,1,S,1,1
4243,2022-01-02,2,29,2,S,20,20
4244,2022-01-02,2,29,3,T,20,60
4245,2022-01-02,2,30,1,S,1,1
4246,2022-01-02,2,30,2,S,20,20
4247,2022-01-02,2,30,3,S,5,5
4248,2022-01-02,2,31,1,S,3,3
4249,2022-01-02,2,31,2,S,19,19
4250,2022-01-02,2,31,3,S,19,19
4251,2022-01-02,2,32,1,S,19,19
4252,2022-01-02,2,32,2,D,19,38
4253,2022-01-02,2,32,3,S,19,19
4254,2022-01-02,2,33,1,S,20,20
4255,2022-01-02,2,33,2,T,20,60
4256,2022-01-02,2,33,3,S,20,20
4257,2022-01-02,3,1,1,T,20,60
4258,2022-01-02,3,1,2,D,1,2
4259,2022-01-02,3,1,3,S,20,20
4260,2022-01-02,3,2,1,T,20,60
4261,2022-01-02,3,2,2,S,5,5
4262,2022-01-02,3,2,3,S,5,5
4263,2022-01-02,3,3,1,S,5,5
4264,2022-01-02,3,3,2,T,20,60
4265,2022-01-02,3,3,3,S,20,20
4266,2022-01-02,3,4,1,S,1,1
4267,2022-01-02,3,4,2,D,20,40
4268,2022-01-02,3,4,3,S,20,20
4269,2022-01-02,3,5,1,S,20,20
4270,2022-01-02,3,5,2,S,12,12
4271,2022-01-02,3,5,3,S,20,20
4272,2022-01-02,3,6,1,S,5,5
4273,2022-01-02,3,6,2,T,5,15
4274,2022-01-02,3,6,3,S,18,18
4275,2022-01-02,3,7,1,D,5,10
4276,2022-01-02,3,7,2,T,1,3
4277,2022-01-02,3,7,3,T,20,60
4278,2022-01-02,3,8,1,S,20,20
4279,2022-01-02,3,8,2,S,5,5
4280,2022-01-02,3,8,3,T,20,60
4281,2022-01-02,3,9,1,T,1,3
4282,2022-01-02,3,9,2,S,12,12
4283,2022-01-02,3,9,3,S,20,20
4284,2022-01-02,3,10,1,D,20,40
4285,2022-01-02,3,10,2,S,20,20
4286,2022-01-02,3,10,3,S,20,20
4287,2022-01-02,3,11,1,S,19,19
4288,2022-01-02,3,11,2,S,3,3
4289,2022-01-02,3,11,3,T,19,57
4290,2022-01-02,3,12,1,S,18,18
4291,2022-01-02,3,12,2,S,5,5
4292,2022-01-02,3,12,3,T,5,15
4293,2022-01-02,3,13,1,S,12,12
4294,2022-01-02,3,13,2,S,1,1
4295,2022-01-02,3,13,3,S,20,20
4296,2022-01-02,3,14,1,S,5,5
4297,2022-01-02,3,14,2,S,20,20
4298,2022-01-02,3,14,3,S,20,20
4299,2022-01-02,3,15,1,S,5,5
4300,2022-01-02,3,15,2,T,20,60
4301,2022-01-02,3,15,3,S,20,20
4302,2022-01-02,3,16,1,S,20,20
4303,2022-01-02,3,16,2,S,20,20
4304,2022-01-02,3,16,3,S,20,20
4305,2022-01-02,3,17,1,S,20,20
4306,2022-01-02,3,17,2,S,20,20
4307,2022-01-02,3,17,3,S,20,20
4308,2022-01-02,3,18,1,T,5,15
4309,2022-01-02,3,18,2,S,20,20
4310,2022-01-02,3,18,3,S,20,20
4311,2022-01-02,3,19,1,S,12,12
4312,2022-01-02,3,19,2,S,20,20
4313,2022-01-02,3,19,3,T,20,60
4314,2022-01-02,3,20,1,T,20,60
4315,2022-01-02,3,20,2,D,5,10
4316,2022-01-02,3,20,3,T,5,15
4317,2022-01-02,3,21,1,S,20,20
4318,2022-01-02,3,21,2,T,20,60
4319,2022-01-02,3,21,3,T,1,3
4320,2022-01-02,3,22,1,S,20,20
4321,2022-01-02,3,22,2,T,20,60
4322,2022-01-02,3,22,3,T,5,15
4323,2022-01-02,3,23,1,S,19,19
4324,2022-01-02,3,23,2,S,17,17
4325,2022-01-02,3,23,3,S,19,19
4326,2022-01-02,3,24,1,T,20,60
4327,2022-01-02,3,24,2,S,20,20
4328,2022-01-02,3,24,3,S,20,20
4329,2022-01-02,3,25,1,T,20,60
4330,2022-01-02,3,25,2,S,20,20
4331,2022-01-02,3,25,3,T,20,60
4332,2022-01-02,3,26,1,S,16,16
4333,2022-01-02,3,26,2,S,19,19
4334,2022-01-02,3,26,3,S,19,19
4335,2022-01-02,3,27,1,S,1,1
4336,2022-01-02,3,27,2,T,20,60
4337,2022-01-02,3,27,3,S,20,20
4338,2022-01-02,3,28,1,S,5,5
4339,2022-01-02,3,28,2,S,20,20
4340,2022-01-02,3,28,3,S,1,1
4341,2022-01-02,3,29,1,D,20,40
4342,2022-01-02,3,29,2,S,12,12
4343,2022-01-02,3,29,3,T,20,60
4344,2022-01-02,3,30,1,S,20,20
4345,2022-01-02,3,30,2,T,5,15
4346,2022-01-02,3,30,3,T,20,60
4347,2022-01-02,3,31,1,S,1,1
4348,2022-01-02,3,31,2,S,5,5
4349,2022-01-02,3,31,3,S,20,20
4350,2022-01-02,3,32,1,S,17,17
4351,2022-01-02,3,32,2,T,3,9
4352,2022-01-02,3,32,3,S,7,7
4353,2022-01-02,3,33,1,S,20,20
4354,2022-01-02,3,33,2,T,20,60
4355,2022-01-02,3,33,3,T,5,15
4356,2022-01-06,1,1,1,S,20,20
4357,2022-01-06,1,1,2,S,20,20
4358,2022-01-06,1,1,3,S,20,20
4359,2022-01-06,1,2,1,S,20,20
4360,2022-01-06,1,2,2,D,20,40
4361,2022-01-06,1,2,3,S,5,5
4362,2022-01-06,1,3,1,S,1,1
4363,2022-01-06,1,3,2,S,20,20
4364,2022-01-06,1,3,3,S,12,12
4365,2022-01-06,1,4,1,S,20,20
4366,2022-01-06,1,4,2,S,5,5
4367,2022-01-06,1,4,3,T,20,60
4368,2022-01-06,1,5,1,S,20,20
4369,2022-01-06,1,5,2,T,5,15
4370,2022-01-06,1,5,3,S,20,20
4371,2022-01-06,1,6,1,T,7,21
4372,2022-01-06,1,6,2,S,3,3
4373,2022-01-06,1,6,3,T,3,9
4374,2022-01-06,1,7,1,S,1,1
4375,2022-01-06,1,7,2,T,20,60
4376,2022-01-06,1,7,3,S,20,20
4377,2022-01-06,1,8,1,S,20,20
4378,2022-01-06,1,8,2,T,1,3
4379,2022-01-06,1,8,3,S,18,18
4380,2022-01-06,1,9,1,S,5,5
4381,2022-01-06,1,9,2,S,20,20
4382,2022-01-06,1,9,3,S,20,20
4383,2022-01-06,1,10,1,S,20,20
4384,2022-01-06,1,10,2,T,1,3
4385,2022-01-06,1,10,3,S,1,1
4386,2022-01-06,1,11,1,S,18,18
4387,2022-01-06,1,11,2,S,20,20
4388,2022-01-06,1,11,3,T,20,60
4389,2022-01-06,1,12,1,T,20,60
4390,2022-01-06,1,12,2,S,5,5
4391,2022-01-06,1,12,3,S,20,20
4392,2022-01-06,1,13,1,T,20,60
4393,2022-01-06,1,13,2,T,1,3
4394,2022-01-06,1,13,3,T,20,60
4395,2022-01-06,1,14,1,T,3,9
4396,2022-01-06,1,14,2,S,19,19
4397,2022-01-06,1,14,3,S,19,19
4398,2022-01-06,1,15,1,S,20,20
4399,2022-01-06,1,15,2,S,20,20
4400,2022-01-06,1,15,3,S,20,20
4401,2022-01-06,1,16,1,S,20,20
4402,2022-01-06,1,16,2,S,12,12
4403,2022-01-06,1,16,3,S,20,20
4404,2022-01-06,1,17,1,S,20,20
4405,2022-01-06,1,17,2,S,20,20
4406,2022-01-06,1,17,3,S,5,5
4407,2022-01-06,1,18,1,T,20,60
4408,2022-01-06,1,18,2,S,20,20
4409,2022-01-06,1,18,3,S,20,20
4410,2022-01-06,1,19,1,S,20,20
4411,2022-01-06,1,19,2,S,20,20
4412,2022-01-06,1,19,3,S,5,5
4413,2022-01-06,1,20,1,D,5,10
4414,2022-01-06,1,20,2,S,12,12
4415,2022-01-06,1,20,3,S,5,5
4416,2022-01-06,1,21,1,S,20,20
4417,2022-01-06,1,21,2,T,1,3
4418,2022-01-06,1,21,3,T,20,60
4419,2022-01-06,1,22,1,S,20,20
4420,2022-01-06,1,22,2,D,20,40
4421,2022-01-06,1,22,3,T,20,60
4422,2022-01-06,1,23,1,T,5,15
4423,2022-01-06,1,23,2,S,20,20
4424,2022-01-06,1,23,3,S,20,20
4425,2022-01-06,1,24,1,T,20,60
4426,2022-01-06,1,24,2,D,5,10
4427,2022-01-06,1,24,3,S,20,20
4428,2022-01-06,1,25,1,S,20,20
4429,2022-01-06,1,25,2,T,20,60
4430,2022-01-06,1,25,3,S,20,20
4431,2022-01-06,1,26,1,S,16,16
4432,2022-01-06,1,26,2,S,7,7
4433,2022-01-06,1,26,3,S,7,7
4434,2022-01-06,1,27,1,S,5,5
4435,2022-01-06,1,27,2,T,5,15
4436,2022-01-06,1,27,3,T,5,15
4437,2022-01-06,1,28,1,D,7,14
4438,2022-01-06,1,28,2,S,3,3
4439,2022-01-06,1,28,3,S,3,3
4440,2022-01-06,1,29,1,T,20,60
4441,2022-01-06,1,29,2,S,5,5
4442,2022-01-06,1,29,3,D,1,2
4443,2022-01-06,1,30,1,S,20,20
4444,2022-01-06,1,30,2,S,5,5
4445,2022-01-06,1,30,3,S,20,20
4446,2022-01-06,1,31,1,S,5,5
4447,2022-01-06,1,31,2,S,20,20
4448,2022-01-06,1,31,3,S,20,20
4449,2022-01-06,1,32,1,S,19,19
4450,2022-01-06,1,32,2,D,3,6
4451,2022-01-06,1,32,3,S,19,19
4452,2022-01-06,1,33,1,S,20,20
4453,2022-01-06,1,33,2,S,20,20
4454,2022-01-06,1,33,3,S,20,20
4455,2022-01-06,2,1,1,S,5,5
4456,2022-01-06,2,1,2,S,20,20
4457,2022-01-06,2,1,3,S,1,1
4458,2022-01-06,2,2,1,S,17,17
4459,2022-01-06,2,2,2,S,17,17
4460,2022-01-06,2,2,3,S,19,19
4461,2022-01-06,2,3,1,S,20,20
4462,2022-01-06,2,3,2,S,5,5
4463,2022-01-06,2,3,3,S,20,20
4464,2022-01-06,2,4,1,T,20,60
4465,2022-01-06,2,4,2,S,20,20
4466,2022-01-06,2,4,3,D,20,40
4467,2022-01-06,2,5,1,T,19,57
4468,2022-01-06,2,5,2,T,19,57
4469,2022-01-06,2,5,3,S,19,19
4470,2022-01-06,2,6,1,S,20,20
4471,2022-01-06,2,6,2,S,20,20
4472,2022-01-06,2,6,3,S,5,5
4473,2022-01-06,2,7,1,T,20,60
4474,2022-01-06,2,7,2,T,20,60
4475,2022-01-06,2,7,3,D,1,2
4476,2022-01-06,2,8,1,S,12,12
4477,2022-01-06,2,8,2,S,20,20
4478,2022-01-06,2,8,3,D,1,2
4479,2022-01-06,2,9,1,S,20,20
4480,2022-01-06,2,9,2,T,20,60
4481,2022-01-06,2,9,3,D,20,40
4482,2022-01-06,2,10,1,S,3,3
4483,2022-01-06,2,10,2,T,19,57
4484,2022-01-06,2,10,3,S,19,19
4485,2022-01-06,2,11,1,S,20,20
4486,2022-01-06,2,11,2,T,20,60
4487,2022-01-06,2,11,3,D,1,2
4488,2022-01-06,2,12,1,S,3,3
4489,2022-01-06,2,12,2,S,19,19
4490,2022-01-06,2,12,3,S,3,3
4491,2022-01-06,2,13,1,D,1,2
4492,2022-01-06,2,13,2,T,20,60
4493,2022-01-06,2,13,3,T,1,3
4494,2022-01-06,2,14,1,S,20,20
4495,2022-01-06,2,14,2,S,5,5
4496,2022-01-06,2,14,3,D,20,40
4497,2022-01-06,2,15,1,T,20,60
4498,2022-01-06,2,15,2,S,1,1
4499,2022-01-06,2,15,3,S,20,20
4500,2022-01-06,2,16,1,S,20,20
4501,2022-01-06,2,16,2,S,20,20
4502,2022-01-06,2,16,3,S,20,20
4503,2022-01-06,2,17,1,T,5,15
4504,2022-01-06,2,17,2,S,5,5
4505,2022-01-06,2,17,3,S,1,1
4506,2022-01-06,2,18,1,T,1,3
4507,2022-01-06,2,18,2,D,20,40
4508,2022-01-06,2,18,3,S,1,1
4509,2022-01-06,2,19,1,S,5,5
4510,2022-01-06,2,19,2,S,20,20
4511,2022-01-06,2,19,3,S,20,20
4512,2022-01-06,2,20,1,S,20,20
4513,2022-01-06,2,20,2,S,18,18
4514,2022-01-06,2,20,3,D,1,2
4515,2022-01-06,2,21,1,S,19,19
4516,2022-01-06,2,21,2,D,3,6
4517,2022-01-06,2,21,3,S,7,7
4518,2022-01-06,2,22,1,S,1,1
4519,2022-01-06,2,22,2,D,5,10
4520,2022-01-06,2,22,3,D,5,10
4521,2022-01-06,2,23,1,D,1,2
4522,2022-01-06,2,23,2,S,20,20
4523,2022-01-06,2,23,3,T,1,3
4524,2022-01-06,2,24,1,S,19,19
4525,2022-01-06,2,24,2,S,3,3
4526,2022-01-06,2,24,3,T,19,57
4527,2022-01-06,2,25,1,S,20,20
4528,2022-01-06,2,25,2,T,1,3
4529,2022-01-06,2,25,3,T,5,15
4530,2022-01-06,2,26,1,S,5,5
4531,2022-01-06,2,26,2,T,5,15
4532,2022-01-06,2,26,3,T,20,60
4533,2022-01-06,2,27,1,S,5,5
4534,2022-01-06,2,27,2,S,1,1
4535,2022-01-06,2,27,3,S,20,20
4536,2022-01-06,2,28,1,T,20,60
4537,2022-01-06,2,28,2,D,20,40
4538,2022-01-06,2,28,3,S,20,20
4539,2022-01-06,2,29,1,D,20,40
4540,2022-01-06,2,29,2,D,20,40
4541,2022-01-06,2,29,3,S,18,18
4542,2022-01-06,2,30,1,S,20,20
4543,2022-01-06,2,30,2,T,20,60
4544,2022-01-06,2,30,3,T,1,3
4545,2022-01-06,2,31,1,S,20,20
4546,2022-01-06,2,31,2,S,20,20
4547,2022-01-06,2,31,3,S,5,5
4548,2022-01-06,2,32,1,T,20,60
4549,2022-01-06,2,32,2,S,20,20
4550,2022-01-06,2,32,3,S,1,1
4551,2022-01-06,2,33,1,S,5,5
4552,2022-01-06,2,33,2,S,5,5
4553,2022-01-06,2,33,3,T,20,60
4554,2022-01-13,1,1,1,T,20,60
4555,2022-01-13,1,1,2,S,5,5
4556,2022-01-13,1,1,3,T,20,60
4557,2022-01-13,1,2,1,S,5,5
4558,2022-01-13,1,2,2,S,5,5
4559,2022-01-13,1,2,3,S,5,5
4560,2022-01-13,1,3,1,T,5,15
4561,2022-01-13,1,3,2,T,5,15
4562,2022-01-13,1,3,3,T,20,60
4563,2022-01-13,1,4,1,T,19,57
4564,2022-01-13,1,4,2,T,3,9
4565,2022-01-13,1,4,3,T,19,57
4566,2022-01-13,1,5,1,S,1,1
4567,2022-01-13,1,5,2,S,1,1
4568,2022-01-13,1,5,3,S,20,20
4569,2022-01-13,1,6,1,S,7,7
4570,2022-01-13,1,6,2,S,19,19
4571,2022-01-13,1,6,3,S,19,19
4572,2022-01-13,1,7,1,T,19,57
4573,2022-01-13,1,7,2,T,3,9
4574,2022-01-13,1,7,3,S,19,19
4575,2022-01-13,1,8,1,T,1,3
4576,2022-01-13,1,8,2,S,20,20
4577,2022-01-13,1,8,3,S,20,20
4578,2022-01-13,1,9,1,T,20,60
4579,2022-01-13,1,9,2,S,20,20
4580,2022-01-13,1,9,3,S,20,20
4581,2022-01-13,1,10,1,T,20,60
4582,2022-01-13,1,10,2,S,20,20
4583,2022-01-13,1,10,3,T,5,15
4584,2022-01-13,1,11,1,S,5,5
4585,2022-01-13,1,11,2,T,5,15
4586,2022-01-13,1,11,3,S,20,20
4587,2022-01-13,1,12,1,S,20,20
4588,2022-01-13,1,12,2,S,20,20
4589,2022-01-13,1,12,3,S,5,5
4590,2022-01-13,1,13,1,S,20,20
4591,2022-01-13,1,13,2,S,20,20
4592,2022-01-13,1,13,3,S,20,20
4593,2022-01-13,1,14,1,S,19,19
4594,2022-01-13,1,14,2,S,17,17
4595,2022-01-13,1,14,3,S,7,7
4596,2022-01-13,1,15,1,S,20,20
4597,2022-01-13,1,15,2,T,20,60
4598,2022-01-13,1,15,3,T,20,60
4599,2022-01-13,1,16,1,S,20,20
4600,2022-01-13,1,16,2,S,12,12
4601,2022-01-13,1,16,3,S,18,18
4602,2022-01-13,1,17,1,T,7,21
4603,2022-01-13,1,17,2,S,19,19
4604,2022-01-13,1,17,3,S,7,7
4605,2022-01-13,1,18,1,T,20,60
4606,2022-01-13,1,18,2,S,12,12
4607,2022-01-13,1,18,3,S,20,20
4608,2022-01-13,1,19,1,S,20,20
4609,2022-01-13,1,19,2,T,20,60
4610,2022-01-13,1,19,3,S,20,20
4611,2022-01-13,1,20,1,T,20,60
4612,2022-01-13,1,20,2,S,5,5
4613,2022-01-13,1,20,3,S,20,20
4614,2022-01-13,1,21,1,S,7,7
4615,2022-01-13,1,21,2,S,19,19
4616,2022-01-13,1,21,3,S,19,19
4617,2022-01-13,1,22,1,T,5,15
4618,2022-01-13,1,22,2,S,20,20
4619,2022-01-13,1,22,3,S,5,5
4620,2022-01-13,1,23,1,S,20,20
4621,2022-01-13,1,23,2,S,20,20
4622,2022-01-13,1,23,3,S,5,5
4623,2022-01-13,1,24,1,T,20,60
4624,2022-01-13,1,24,2,S,20,20
4625,2022-01-13,1,24,3,S,20,20
4626,2022-01-13,1,25,1,D,19,38
4627,2022-01-13,1,25,2,T,7,21
4628,2022-01-13,1,25,3,S,19,19
4629,2022-01-13,1,26,1,S,19,19
4630,2022-01-13,1,26,2,S,17,17
4631,2022-01-13,1,26,3,T,7,21
4632,2022-01-13,1,27,1,S,7,7
4633,2022-01-13,1,27,2,S,19,19
4634,2022-01-13,1,27,3,S,7,7
4635,2022-01-13,1,28,1,T,5,15
4636,2022-01-13,1,28,2,S,20,20
4637,2022-01-13,1,28,3,D,5,10
4638,2022-01-13,1,29,1,T,1,3
4639,2022-01-13,1,29,2,S,20,20
4640,2022-01-13,1,29,3,S,1,1
4641,2022-01-13,1,30,1,S,20,20
4642,2022-01-13,1,30,2,T,1,3
4643,2022-01-13,1,30,3,T,5,15
4644,2022-01-13,1,31,1,S,20,20
4645,2022-01-13,1,31,2,S,20,20
4646,2022-01-13,1,31,3,T,20,60
4647,2022-01-13,1,32,1,S,18,18
4648,2022-01-13,1,32,2,S,20,20
4649,2022-01-13,1,32,3,S,20,20
4650,2022-01-13,1,33,1,S,20,20
4651,2022-01-13,1,33,2,T,20,60
4652,2022-01-13,1,33,3,S,20,20
4653,2022-02-03,1,1,1,S,20,20
4654,2022-02-03,1,1,2,T,5,15
4655,2022-02-03,1,1,3,T,20,60
4656,2022-02-03,1,2,1,S,20,20
4657,2022-02-03,1,2,2,T,20,60
4658,2022-02-03,1,2,3,S,20,20
4659,2022-02-03,1,3,1,S,12,12
4660,2022-02-03,1,3,2,S,20,20
4661,2022-02-03,1,3,3,S,5,5
4662,2022-02-03,1,4,1,S,20,20
4663,2022-02-03,1,4,2,S,1,1
4664,2022-02-03,1,4,3,S,20,20
4665,2022-02-03,1,5,1,S,20,20
4666,2022-02-03,1,5,2,D,5,10
4667,2022-02-03,1,5,3,S,1,1
4668,2022-02-03,1,6,1,S,1,1
4669,2022-02-03,1,6,2,S,20,20
4670,2022-02-03,1,6,3,S,20,20
4671,2022-02-03,1,7,1,S,20,20
4672,2022-02-03,1,7,2,T,1,3
4673,2022-02-03,1,7,3,T,20,60
4674,2022-02-03,1,8,1,T,3,9
4675,2022-02-03,1,8,2,S,19,19
4676,2022-02-03,1,8,3,S,19,19
4677,2022-02-03,1,9,1,S,7,7
4678,2022-02-03,1,9,2,S,19,19
4679,2022-02-03,1,9,3,S,19,19
4680,2022-02-03,1,10,1,S,5,5
4681,2022-02-03,1,10,2,S,20,20
4682,2022-02-03,1,10,3,S,5,5
4683,2022-02-03,1,11,1,S,7,7
4684,2022-02-03,1,11,2,T,19,57
4685,2022-02-03,1,11,3,S,19,19
4686,2022-02-03,1,12,1,T,20,60
4687,2022-02-03,1,12,2,S,20,20
4688,2022-02-03,1,12,3,T,20,60
4689,2022-02-03,1,13,1,S,20,20
4690,2022-02-03,1,13,2,S,1,1
4691,2022-02-03,1,13,3,D,5,10
4692,2022-02-03,1,14,1,T,20,60
4693,2022-02-03,1,14,2,S,1,1
4694,2022-02-03,1,14,3,S,12,12
4695,2022-02-03,1,15,1,S,1,1
4696,2022-02-03,1,15,2,S,5,5
4697,2022-02-03,1,15,3,T,20,60
4698,2022-02-03,1,16,1,D,20,40
4699,2022-02-03,1,16,2,S,18,18
4700,2022-02-03,1,16,3,S,5,5
4701,2022-02-03,1,17,1,S,19,19
4702,2022-02-03,1,17,2,S,19,19
4703,2022-02-03,1,17,3,D,7,14
4704,2022-02-03,1,18,1,S,1,1
4705,2022-02-03,1,18,2,S,5,5
4706,2022-02-03,1,18,3,T,20,60
4707,2022-02-03,1,19,1,D,1,2
4708,2022-02-03,1,19,2,S,20,20
4709,2022-02-03,1,19,3,S,20,20
4710,2022-02-03,1,20,1,T,7,21
4711,2022-02-03,1,20,2,T,3,9
4712,2022-02-03,1,20,3,S,3,3
4713,2022-02-03,1,21,1,T,1,3
4714,2022-02-03,1,21,2,S,5,5
4715,2022-02-03,1,21,3,T,20,60
4716,2022-02-03,1,22,1,S,20,20
4717,2022-02-03,1,22,2,S,1,1
4718,2022-02-03,1,22,3,S,20,20
4719,2022-02-03,1,23,1,S,12,12
4720,2022-02-03,1,23,2,S,20,20
4721,2022-02-03,1,23,3,T,5,15
4722,2022-02-03,1,24,1,S,1,1
4723,2022-02-03,1,24,2,S,20,20
4724,2022-02-03,1,24,3,S,20,20
4725,2022-02-03,1,25,1,D,20,40
4726,2022-02-03,1,25,2,S,1,1
4727,2022-02-03,1,25,3,D,1,2
4728,2022-02-03,1,26,1,T,20,60
4729,2022-02-03,1,26,2,S,20,20
4730,2022-02-03,1,26,3,S,20,20
4731,2022-02-03,1,27,1,S,19,19
4732,2022-02-03,1,27,2,S,3,3
4733,2022-02-03,1,27,3,D,19,38
4734,2022-02-03,1,28,1,S,20,20
4735,2022-02-03,1,28,2,D,20,40
4736,2022-02-03,1,28,3,S,20,20
4737,2022-02-03,1,29,1,T,20,60
4738,2022-02-03,1,29,2,D,5,10
4739,2022-02-03,1,29,3,T,5,15
4740,2022-02-03,1,30,1,D,19,38
4741,2022-02-03,1,30,2,S,19,19
4742,2022-02-03,1,30,3,D,19,38
4743,2022-02-03,1,31,1,S,5,5
4744,2022-02-03,1,31,2,S,5,5
4745,2022-02-03,1,31,3,S,20,20
4746,2022-02-03,1,32,1,T,1,3
4747,2022-02-03,1,32,2,S,20,20
4748,2022-02-03,1,32,3,S,5,5
4749,2022-02-03,1,33,1,D,20,40
4750,2022-02-03,1,33,2,S,20,20
4751,2022-02-03,1,33,3,D,5,10
4752,2022-02-03,2,1,1,S,19,19
4753,2022-02-03,2,1,2,S,19,19
4754,2022-02-03,2,1,3,T,3,9
4755,2022-02-03,2,2,1,D,7,14
4756,2022-02-03,2,2,2,S,19,19
4757,2022-02-03,2,2,3,T,7,21
4758,2022-02-03,2,3,1,S,20,20
4759,2022-02-03,2,3,2,T,20,60
4760,2022-02-03,2,3,3,S,20,20
4761,2022-02-03,2,4,1,S,20,20
4762,2022-02-03,2,4,2,D,1,2
4763,2022-02-03,2,4,3,S,20,20
4764,2022-02-03,2,5,1,S,5,5
4765,2022-02-03,2,5,2,S,1,1
4766,2022-02-03,2,5,3,T,1,3
4767,2022-02-03,2,6,1,S,20,20
4768,2022-02-03,2,6,2,S,20,20
4769,2022-02-03,2,6,3,S,18,18
4770,2022-02-03,2,7,1,D,1,2
4771,2022-02-03,2,7,2,S,20,20
4772,2022-02-03,2,7,3,D,20,40
4773,2022-02-03,2,8,1,S,20,20
4774,2022-02-03,2,8,2,S,20,20
4775,2022-02-03,2,8,3,S,20,20
4776,2022-02-03,2,9,1,S,17,17
4777,2022-02-03,2,9,2,S,19,19
4778,2022-02-03,2,9,3,S,3,3
4779,2022-02-03,2,10,1,S,20,20
4780,2022-02-03,2,10,2,S,20,20
4781,2022-02-03,2,10,3,D,20,40
4782,2022-02-03,2,11,1,T,20,60
4783,2022-02-03,2,11,2,S,12,12
4784,2022-02-03,2,11,3,S,20,20
4785,2022-02-03,2,12,1,S,20,20
4786,2022-02-03,2,12,2,T,20,60
4787,2022-02-03,2,12,3,S,5,5
4788,2022-02-03,2,13,1,S,20,20
4789,2022-02-03,2,13,2,T,1,3
4790,2022-02-03,2,13,3,S,18,18
4791,2022-02-03,2,14,1,D,19,38
4792,2022-02-03,2,14,2,T,19,57
4793,2022-02-03,2,14,3,S,17,17
4794,2022-02-03,2,15,1,S,20,20
4795,2022-02-03,2,15,2,S,1,1
4796,2022-02-03,2,15,3,S,20,20
4797,2022-02-03,2,16,1,S,7,7
4798,2022-02-03,2,16,2,T,7,21
4799,2022-02-03,2,16,3,D,7,14
4800,2022-02-03,2,17,1,S,20,20
4801,2022-02-03,2,17,2,T,20,60
4802,2022-02-03,2,17,3,S,1,1
4803,2022-02-03,2,18,1,S,7,7
4804,2022-02-03,2,18,2,T,3,9
4805,2022-02-03,2,18,3,S,19,19
4806,2022-02-03,2,19,1,S,20,20
4807,2022-02-03,2,19,2,S,12,12
4808,2022-02-03,2,19,3,T,20,60
4809,2022-02-03,2,20,1,T,1,3
4810,2022-02-03,2,20,2,S,20,20
4811,2022-02-03,2,20,3,D,1,2
4812,2022-02-03,2,21,1,T,20,60
4813,2022-02-03,2,21,2,S,20,20
4814,2022-02-03,2,21,3,S,20,20
